# lB=55.7
# s1_phys=0.01
# s2_phys=0.0005
# I1_phys=10.
# I2_phys=0.0029
# k1_phys=0.3178454072752361
# k2_phys=0.015084861272157002
# dx_phys=1.
# dz_phys=1.
# L_phys=100.
# s1=31.024900000000002
# s2=1.5512450000000002
# e1=80.
# e2=10.3
# k1=17.70398918523065
# k2=0.840226772859145
# dx=0.017953321364452424
# dz=0.017953321364452424
# L=1.7953321364452424
# phi_D=3.8
# M=200
# N1=200
# r s phi(r,s)
-200 0 6.026712967208498
-200 1 5.993016587616755
-200 2 5.95987836216977
-200 3 5.927290749108755
-200 4 5.895246331363939
-200 5 5.863737814868298
-200 6 5.832758026899891
-200 7 5.802299914452429
-200 8 5.772356542633678
-200 9 5.742921093091359
-200 10 5.713986862466172
-200 11 5.685547260871559
-200 12 5.657595810399912
-200 13 5.630126143654816
-200 14 5.603132002309038
-200 15 5.57660723568789
-200 16 5.550545799377666
-200 17 5.524941753858791
-200 18 5.4997892631634056
-200 19 5.475082593557025
-200 20 5.450816112244007
-200 21 5.426984286096479
-200 22 5.40358168040646
-200 23 5.380602957660868
-200 24 5.3580428763391
-200 25 5.335896289732945
-200 26 5.3141581447885065
-200 27 5.292823480969863
-200 28 5.271887429144224
-200 29 5.251345210488272
-200 30 5.231192135415453
-200 31 5.211423602523945
-200 32 5.192035097565063
-200 33 5.173022192431811
-200 34 5.154380544167402
-200 35 5.136105893993425
-200 36 5.118194066357483
-200 37 5.100640968000037
-200 38 5.083442587040226
-200 39 5.066594992080457
-200 40 5.050094331329518
-200 41 5.033936831744012
-200 42 5.018118798187901
-200 43 5.002636612609934
-200 44 4.987486733238766
-200 45 4.972665693795567
-200 46 4.958170102723913
-200 47 4.943996642436774
-200 48 4.930142068580409
-200 49 4.91660320931497
-200 50 4.903376964611648
-200 51 4.890460305566171
-200 52 4.877850273728486
-200 53 4.86554398044845
-200 54 4.853538606237358
-200 55 4.841831400145163
-200 56 4.8304196791531915
-200 57 4.81930082758225
-200 58 4.808472296515917
-200 59 4.7979316032389026
-200 60 4.7876763306903305
-200 61 4.77770412693178
-200 62 4.768012704629968
-200 63 4.7585998405539405
-200 64 4.749463375086606
-200 65 4.740601211750541
-200 66 4.732011316747891
-200 67 4.723691718514275
-200 68 4.715640507286567
-200 69 4.707855834684441
-200 70 4.700335913305579
-200 71 4.693079016334413
-200 72 4.686083477164328
-200 73 4.679347689033191
-200 74 4.672870104672151
-200 75 4.666649235967571
-200 76 4.660683653636043
-200 77 4.65497198691237
-200 78 4.649512923250455
-200 79 4.644305208036998
-200 80 4.639347644317935
-200 81 4.634639092537545
-200 82 4.630178470290154
-200 83 4.625964752084375
-200 84 4.621996969119802
-200 85 4.618274209076134
-200 86 4.614795615914622
-200 87 4.611560389691848
-200 88 4.608567786385717
-200 89 4.6058171177336895
-200 90 4.603307751083131
-200 91 4.601039109253813
-200 92 4.59901067041248
-200 93 4.597221967959462
-200 94 4.595672590427314
-200 95 4.594362181391435
-200 96 4.593290439392658
-200 97 4.592457117871783
-200 98 4.5918620251160425
-200 99 4.591505024217463
-200 100 4.591386033043154
-200 101 4.591505024217463
-200 102 4.5918620251160425
-200 103 4.592457117871783
-200 104 4.593290439392658
-200 105 4.594362181391435
-200 106 4.595672590427314
-200 107 4.597221967959462
-200 108 4.59901067041248
-200 109 4.601039109253813
-200 110 4.603307751083131
-200 111 4.6058171177336895
-200 112 4.608567786385717
-200 113 4.611560389691848
-200 114 4.614795615914622
-200 115 4.618274209076134
-200 116 4.621996969119802
-200 117 4.625964752084375
-200 118 4.630178470290154
-200 119 4.634639092537545
-200 120 4.639347644317935
-200 121 4.644305208036998
-200 122 4.649512923250455
-200 123 4.65497198691237
